20:23:20.424 -> A, B, C
20:26:46.011 -> 886, 1017, 812
20:26:46.077 -> 885, 1017, 811
20:26:46.110 -> 890, 1016, 814
20:26:46.177 -> 886, 1017, 814
20:26:46.210 -> 886, 1018, 810
20:26:46.277 -> 886, 1018, 813
20:26:46.310 -> 883, 1015, 814
20:26:46.376 -> 891, 1015, 813
20:26:46.410 -> 885, 1017, 815
20:26:46.476 -> 883, 1018, 815
20:26:46.509 -> 886, 1018, 812
20:26:46.576 -> 887, 1017, 811
20:26:46.609 -> 886, 1018, 815
20:26:46.676 -> 883, 1018, 813
20:26:46.709 -> 883, 1018, 808
20:26:46.775 -> 886, 1018, 815
20:26:46.842 -> 884, 1018, 812
20:26:46.875 -> 885, 1017, 814
20:26:46.942 -> 887, 1018, 813
20:26:46.975 -> 891, 1015, 815
20:26:47.041 -> 885, 1017, 811
20:26:47.075 -> 886, 1015, 806
20:26:47.141 -> 887, 1018, 814
20:26:47.175 -> 889, 1018, 811
20:26:47.241 -> 886, 1018, 812
20:26:47.274 -> 887, 1013, 814
20:26:47.341 -> 892, 1028, 820
20:26:47.374 -> 1078, 1023, 817
20:26:47.440 -> 1456, 1020, 817
20:26:47.507 -> 1795, 1028, 816
20:26:47.540 -> 1771, 1019, 817
20:26:47.607 -> 1622, 1026, 816
20:26:47.640 -> 1635, 1020, 811
20:26:47.706 -> 1704, 1019, 812
20:26:47.739 -> 1702, 1018, 812
20:26:47.806 -> 1684, 1017, 811
20:26:47.839 -> 1694, 1011, 814
20:26:47.906 -> 1700, 1015, 812
20:26:47.939 -> 1697, 1015, 812
20:26:48.005 -> 1694, 1015, 814
20:26:48.038 -> 1693, 1018, 814
20:26:48.105 -> 1693, 1016, 814
20:26:48.138 -> 1698, 1020, 815
20:26:48.204 -> 1694, 1015, 810
20:26:48.271 -> 1696, 1016, 814
20:26:48.304 -> 1697, 1017, 815
20:26:48.371 -> 1691, 1023, 815
20:26:48.404 -> 1696, 1020, 812
20:26:48.470 -> 1694, 1015, 815
20:26:48.503 -> 1692, 1015, 814
20:26:48.570 -> 1698, 1015, 811
20:26:48.603 -> 1693, 1015, 811
20:26:48.669 -> 1696, 1018, 814
20:26:48.703 -> 1696, 1014, 811
20:26:48.769 -> 1692, 1010, 813
20:26:48.802 -> 1693, 1019, 811
20:26:48.869 -> 1695, 1026, 810
20:26:48.936 -> 1697, 1015, 813
20:26:48.969 -> 1692, 1017, 813
20:26:49.035 -> 1697, 1100, 813
20:26:49.068 -> 1691, 1019, 811
20:26:49.135 -> 1694, 1016, 814
20:26:49.168 -> 1701, 1018, 815
20:26:49.235 -> 1691, 1016, 811
20:26:49.268 -> 1696, 1018, 813
20:26:49.335 -> 1690, 1016, 813
20:26:49.368 -> 1696, 1018, 813
20:26:49.434 -> 1697, 1014, 814
20:26:49.467 -> 1694, 1019, 811
20:26:49.534 -> 1704, 1015, 807
20:26:49.567 -> 1700, 1018, 813
20:26:49.634 -> 1697, 1018, 812
20:26:49.700 -> 1694, 1017, 812
20:26:49.734 -> 1694, 1019, 813
20:26:49.800 -> 1698, 1017, 811
20:26:49.833 -> 1696, 1018, 812
20:26:49.900 -> 1695, 1015, 814
20:26:49.933 -> 1695, 1017, 812
20:26:49.999 -> 1697, 1017, 812
20:26:50.033 -> 1691, 1015, 814
20:26:50.099 -> 1693, 1018, 811
20:26:50.132 -> 1693, 1021, 814
20:26:50.199 -> 1694, 1018, 814
20:26:50.232 -> 1696, 1015, 815
20:26:50.299 -> 1697, 1014, 814
20:26:50.332 -> 1695, 1018, 813
20:26:50.398 -> 1695, 1015, 807
20:26:50.432 -> 1697, 1017, 813
20:26:50.498 -> 1696, 1018, 814
20:26:50.565 -> 1694, 1018, 812
20:26:50.598 -> 1696, 1018, 813
20:26:50.664 -> 1694, 1017, 815
20:26:50.698 -> 1694, 1020, 809
20:26:50.764 -> 1695, 1022, 813
20:26:50.797 -> 1698, 1014, 815
20:26:50.864 -> 1697, 1016, 813
20:26:50.897 -> 1695, 1017, 808
20:26:50.964 -> 1696, 1017, 812
20:26:50.997 -> 1697, 1020, 814
20:26:51.063 -> 1695, 1015, 813
20:26:51.097 -> 1695, 1016, 812
20:26:51.163 -> 1688, 1017, 810
20:26:51.230 -> 1694, 1019, 810
20:26:51.263 -> 1694, 1017, 807
20:26:51.330 -> 1697, 1017, 812
20:26:51.363 -> 1695, 1018, 811
20:26:51.429 -> 1699, 1020, 810
20:26:51.463 -> 1699, 1015, 813
20:26:51.529 -> 1700, 1018, 810
20:26:51.562 -> 1693, 1019, 812
20:26:51.629 -> 1688, 1018, 812
20:26:51.662 -> 1737, 1029, 815
20:26:51.729 -> 1697, 1017, 811
20:26:51.762 -> 1695, 1018, 815
20:26:51.829 -> 1693, 1018, 811
20:26:51.862 -> 1693, 1018, 813
20:26:51.928 -> 1693, 1018, 815
20:26:51.962 -> 1694, 1018, 814
20:26:52.028 -> 1701, 1018, 809
20:26:52.095 -> 1685, 1020, 813
20:26:52.128 -> 1695, 1017, 812
20:26:52.194 -> 1693, 1021, 814
20:26:52.228 -> 1732, 1021, 815
20:26:52.294 -> 1708, 1016, 813
20:26:52.327 -> 1691, 1015, 812
20:26:52.394 -> 1698, 1017, 815
20:26:52.427 -> 1700, 1020, 821
20:26:52.494 -> 1703, 1018, 814
20:26:52.527 -> 1702, 1018, 814
20:26:52.593 -> 1698, 1019, 814
20:26:52.627 -> 1683, 1018, 814
20:26:52.693 -> 1696, 1020, 822
20:26:52.726 -> 1696, 1017, 816
20:26:52.793 -> 1699, 1018, 815
20:26:52.859 -> 1692, 1027, 811
20:26:52.893 -> 1694, 1018, 814
20:26:52.959 -> 1696, 1020, 814
20:26:52.992 -> 1696, 1018, 815
20:26:53.059 -> 1695, 1014, 814
20:26:53.092 -> 1696, 1020, 813
20:26:53.158 -> 1698, 1017, 810
20:26:53.192 -> 1695, 1020, 811
20:26:53.258 -> 1694, 1017, 813
20:26:53.291 -> 1692, 1016, 815
20:26:53.358 -> 1695, 1019, 814
20:26:53.391 -> 1696, 1015, 816
20:26:53.457 -> 1695, 1015, 813
20:26:53.524 -> 1695, 1014, 812
20:26:53.557 -> 1697, 1015, 811
20:26:53.624 -> 1694, 1019, 815
20:26:53.657 -> 1695, 1017, 814
20:26:53.723 -> 1695, 1017, 813
20:26:53.757 -> 1692, 1019, 813
20:26:53.823 -> 1697, 1017, 814
20:26:53.856 -> 1693, 1018, 815
20:26:53.923 -> 1696, 1018, 814
20:26:53.956 -> 1696, 1017, 815
20:26:54.023 -> 1696, 1017, 815
20:26:54.056 -> 1702, 1015, 815
20:26:54.122 -> 1696, 1017, 811
20:26:54.155 -> 1695, 1017, 815
20:26:54.222 -> 1697, 1019, 815
20:26:54.288 -> 1696, 1017, 815
20:26:54.322 -> 1699, 1019, 813
20:26:54.388 -> 1695, 1015, 818
20:26:54.421 -> 1695, 1018, 814
20:26:54.488 -> 1696, 1018, 812
20:26:54.521 -> 1695, 1018, 810
20:26:54.587 -> 1698, 957, 811
20:26:54.621 -> 1695, 1014, 812
20:26:54.687 -> 1695, 1014, 814
20:26:54.720 -> 1698, 1014, 815
20:26:54.787 -> 1694, 1020, 813
20:26:54.820 -> 1697, 1017, 813
20:26:54.887 -> 1697, 1015, 811
20:26:54.920 -> 1697, 1018, 814
20:26:54.986 -> 1697, 1016, 813
20:26:55.053 -> 1697, 1013, 810
20:26:55.086 -> 1695, 1017, 814
20:26:55.153 -> 1698, 1018, 814
20:26:55.186 -> 1695, 1018, 814
20:26:55.252 -> 1694, 1019, 813
20:26:55.286 -> 1697, 1019, 813
20:26:55.352 -> 1695, 1017, 814
20:26:55.385 -> 1696, 1017, 813
20:26:55.452 -> 1695, 1020, 810
20:26:55.485 -> 1695, 1017, 813
20:26:55.552 -> 1695, 1020, 813
20:26:55.585 -> 1696, 1018, 815
20:26:55.651 -> 1694, 1030, 813
20:26:55.685 -> 1698, 1018, 814
20:26:55.751 -> 1695, 1017, 811
20:26:55.817 -> 1696, 1017, 810
20:26:55.851 -> 1695, 1017, 813
20:26:55.917 -> 1696, 1020, 812
20:26:55.950 -> 1694, 1018, 813
20:26:56.017 -> 1698, 1019, 815
20:26:56.050 -> 1694, 1015, 815
20:26:56.117 -> 1700, 1019, 814
20:26:56.150 -> 1673, 1015, 812
20:26:56.216 -> 1695, 1017, 814
20:26:56.250 -> 1697, 1020, 811
20:26:56.316 -> 1695, 1017, 813
20:26:56.349 -> 1696, 1017, 813
20:26:56.416 -> 1694, 1017, 813
20:26:56.449 -> 1696, 1017, 815
20:26:56.516 -> 1695, 1019, 814
20:26:56.582 -> 1696, 1017, 814
20:26:56.615 -> 1694, 1018, 814
20:26:56.682 -> 1682, 1017, 813
20:26:56.715 -> 1696, 1020, 814
20:26:56.782 -> 1696, 1028, 825
20:26:56.815 -> 1918, 1024, 817
20:26:56.881 -> 2150, 1018, 815
20:26:56.914 -> 2153, 1018, 817
20:26:56.981 -> 2135, 1015, 813
20:26:57.014 -> 2103, 1018, 813
20:26:57.081 -> 2105, 1018, 813
20:26:57.114 -> 2101, 1016, 814
20:26:57.180 -> 2102, 1016, 811
20:26:57.247 -> 2102, 1017, 811
20:26:57.280 -> 2105, 1014, 815
20:26:57.347 -> 2106, 1013, 813
20:26:57.380 -> 2103, 1014, 814
20:26:57.446 -> 2107, 1019, 811
20:26:57.479 -> 2105, 1018, 812
20:26:57.546 -> 2100, 1016, 813
20:26:57.579 -> 2105, 1027, 815
20:26:57.646 -> 2099, 1015, 812
20:26:57.679 -> 2103, 1017, 815
20:26:57.745 -> 2099, 1017, 813
20:26:57.779 -> 2103, 1015, 815
20:26:57.845 -> 2101, 1020, 812
20:26:57.878 -> 2105, 1019, 813
20:26:57.945 -> 2101, 1017, 812
20:26:58.011 -> 2103, 1016, 814
20:26:58.044 -> 2105, 1017, 815
20:26:58.111 -> 2108, 1018, 815
20:26:58.144 -> 2102, 1016, 813
20:26:58.210 -> 2106, 1014, 817
20:26:58.244 -> 2107, 1021, 815
20:26:58.310 -> 2102, 1015, 815
20:26:58.343 -> 2106, 1015, 814
20:26:58.410 -> 2102, 1017, 811
20:26:58.443 -> 2103, 1016, 814
20:26:58.509 -> 2101, 1019, 815
20:26:58.542 -> 2106, 1018, 813
20:26:58.609 -> 2105, 1018, 811
20:26:58.675 -> 2105, 1015, 814
20:26:58.709 -> 2109, 1017, 814
20:26:58.775 -> 2103, 1018, 813
20:26:58.808 -> 2107, 1017, 813
20:26:58.875 -> 2110, 1016, 815
20:26:58.908 -> 2105, 1015, 815
20:26:58.975 -> 2104, 1014, 815
20:26:59.008 -> 2104, 1019, 813
20:26:59.074 -> 2108, 1018, 815
20:26:59.108 -> 2107, 1017, 814
20:26:59.174 -> 2108, 1020, 815
20:26:59.207 -> 2107, 1015, 814
20:26:59.274 -> 2106, 1015, 815
20:26:59.307 -> 2104, 1015, 815
20:26:59.373 -> 2106, 1013, 815
20:26:59.440 -> 2097, 1017, 814
20:26:59.473 -> 2103, 1014, 815
20:26:59.540 -> 2101, 1016, 811
20:26:59.573 -> 2106, 1017, 814
20:26:59.639 -> 2104, 1017, 814
20:26:59.672 -> 2106, 1018, 813
20:26:59.739 -> 2102, 1011, 808
20:26:59.772 -> 2106, 1017, 812
20:26:59.839 -> 2117, 1016, 815
20:26:59.872 -> 2106, 1016, 814
20:26:59.938 -> 2106, 1017, 812
20:26:59.972 -> 2107, 1013, 811
20:27:00.038 -> 2103, 1018, 811
20:27:00.071 -> 2107, 1014, 810
20:27:00.138 -> 2103, 1015, 815
20:27:00.204 -> 2106, 1016, 814
20:27:00.238 -> 2104, 1019, 815
20:27:00.304 -> 2107, 1015, 814
20:27:00.337 -> 2103, 1020, 811
20:27:00.404 -> 2101, 1015, 811
20:27:00.437 -> 2100, 1017, 813
20:27:00.503 -> 2106, 1018, 814
20:27:00.537 -> 2105, 1015, 814
20:27:00.603 -> 2102, 1018, 815
20:27:00.636 -> 2105, 1014, 810
20:27:00.703 -> 2104, 1016, 811
20:27:00.736 -> 2106, 1017, 810
20:27:00.802 -> 2105, 1020, 814
20:27:00.869 -> 2139, 1019, 814
20:27:00.902 -> 2222, 1012, 813
20:27:00.968 -> 2221, 1013, 814
20:27:01.002 -> 2222, 1018, 815
20:27:01.068 -> 2220, 1017, 815
20:27:01.101 -> 2221, 1019, 815
20:27:01.168 -> 2219, 1020, 813
20:27:01.201 -> 2219, 1019, 815
20:27:01.267 -> 2217, 1019, 815
20:27:01.301 -> 2218, 1015, 815
20:27:01.367 -> 2220, 1017, 815
20:27:01.400 -> 2220, 1014, 813
20:27:01.467 -> 2219, 1016, 815
20:27:01.533 -> 2219, 1017, 813
20:27:01.566 -> 2219, 1017, 815
20:27:01.633 -> 2218, 1016, 817
20:27:01.666 -> 2220, 1014, 815
20:27:01.733 -> 2220, 1012, 815
20:27:01.766 -> 2215, 1015, 814
20:27:01.832 -> 2215, 1026, 815
20:27:01.866 -> 2218, 1016, 814
20:27:01.932 -> 2217, 1014, 813
20:27:01.965 -> 2220, 1018, 813
20:27:02.032 -> 2220, 1019, 815
20:27:02.065 -> 2219, 1017, 813
20:27:02.132 -> 2219, 1031, 816
20:27:02.165 -> 2215, 1017, 814
20:27:02.231 -> 2218, 1015, 815
20:27:02.298 -> 2217, 1016, 813
20:27:02.331 -> 2221, 1018, 814
20:27:02.397 -> 2222, 1018, 814
20:27:02.431 -> 2217, 1015, 815
20:27:02.497 -> 2222, 1018, 815
20:27:02.530 -> 2217, 1016, 815
20:27:02.597 -> 2185, 1015, 813
20:27:02.630 -> 2218, 1017, 815
20:27:02.696 -> 2221, 1017, 813
20:27:02.730 -> 2221, 1017, 804
20:27:02.796 -> 2219, 1017, 815
20:27:02.829 -> 2219, 1015, 815
20:27:02.896 -> 2214, 1017, 815
20:27:02.962 -> 2217, 1016, 814
20:27:02.995 -> 2215, 1017, 813
20:27:03.062 -> 2219, 1019, 816
20:27:03.095 -> 2215, 1015, 815
20:27:03.162 -> 2215, 1018, 815
20:27:03.195 -> 2219, 1018, 816
20:27:03.261 -> 2218, 1016, 815
20:27:03.295 -> 2220, 1018, 815
20:27:03.361 -> 2214, 1017, 814
20:27:03.394 -> 2215, 1015, 815
20:27:03.461 -> 2215, 1015, 814
20:27:03.494 -> 2215, 1017, 815
20:27:03.561 -> 2214, 1016, 814
20:27:03.594 -> 2215, 1020, 814
20:27:03.660 -> 2216, 1010, 813
20:27:03.694 -> 2217, 1015, 812
20:27:03.760 -> 2214, 1002, 814
20:27:03.827 -> 2214, 1020, 815
20:27:03.860 -> 2214, 1009, 815
20:27:03.926 -> 2218, 1016, 814
20:27:03.960 -> 2216, 1012, 812
20:27:04.027 -> 2217, 1015, 814
20:27:04.059 -> 2213, 1015, 815
20:27:04.126 -> 2216, 1014, 816
20:27:04.159 -> 2212, 1018, 814
20:27:04.226 -> 2218, 1014, 815
20:27:04.259 -> 2215, 1015, 815
20:27:04.325 -> 2218, 1015, 815
20:27:04.359 -> 2214, 1018, 815
20:27:04.425 -> 2214, 1020, 815
20:27:04.492 -> 2211, 1027, 815
20:27:04.525 -> 2214, 1017, 819
20:27:04.591 -> 2213, 1017, 814
20:27:04.625 -> 2216, 1012, 815
20:27:04.691 -> 2217, 1018, 815
20:27:04.725 -> 2211, 1019, 812
20:27:04.791 -> 2214, 1015, 815
20:27:04.824 -> 2213, 1014, 815
20:27:04.891 -> 2215, 1017, 815
20:27:04.924 -> 2217, 1022, 814
20:27:04.991 -> 2215, 1019, 815
20:27:05.024 -> 2212, 1018, 814
20:27:05.090 -> 2215, 1018, 815
20:27:05.124 -> 2212, 1019, 813
20:27:05.190 -> 2213, 1016, 814
20:27:05.257 -> 2216, 1017, 815
20:27:05.290 -> 2221, 1015, 815
20:27:05.357 -> 2218, 1016, 816
20:27:05.390 -> 2213, 1015, 815
20:27:05.457 -> 2214, 1011, 815
20:27:05.490 -> 2214, 1017, 815
20:27:05.556 -> 2097, 1030, 822
20:27:05.590 -> 1735, 1022, 823
20:27:05.656 -> 1195, 1020, 817
20:27:05.689 -> 911, 1024, 812
20:27:05.756 -> 958, 1019, 812
20:27:05.789 -> 983, 1014, 815
20:27:05.855 -> 986, 1019, 815
20:27:05.889 -> 986, 1007, 813
20:27:05.955 -> 986, 1017, 814
20:27:06.022 -> 986, 1018, 813
20:27:06.055 -> 985, 1014, 815
20:27:06.121 -> 986, 1014, 815
20:27:06.155 -> 990, 1014, 815
20:27:06.221 -> 984, 1018, 814
20:27:06.254 -> 986, 1016, 815
20:27:06.321 -> 987, 1018, 815
20:27:06.354 -> 989, 1014, 813
20:27:06.421 -> 985, 1015, 815
20:27:06.454 -> 983, 1016, 814
20:27:06.520 -> 992, 1015, 815
20:27:06.554 -> 963, 1013, 819
20:27:06.620 -> 986, 1018, 815
20:27:06.653 -> 989, 1016, 816
20:27:06.720 -> 986, 1016, 815
20:27:06.786 -> 987, 1018, 814
20:27:06.820 -> 986, 1018, 815
20:27:06.886 -> 988, 1018, 815
20:27:06.919 -> 988, 1019, 815
20:27:06.986 -> 986, 1015, 815
20:27:07.019 -> 984, 1013, 811
20:27:07.086 -> 985, 1016, 813
20:27:07.119 -> 990, 1016, 815
20:27:07.186 -> 986, 1014, 813
20:27:07.219 -> 987, 1016, 815
20:27:07.285 -> 985, 1014, 813
20:27:07.318 -> 984, 1013, 813
20:27:07.385 -> 987, 1012, 811
20:27:07.418 -> 986, 1016, 814
20:27:07.485 -> 989, 1017, 815
20:27:07.551 -> 986, 1014, 811
20:27:07.584 -> 985, 1016, 812
20:27:07.651 -> 984, 1013, 814
20:27:07.684 -> 987, 1014, 815
20:27:07.751 -> 984, 1015, 813
20:27:07.784 -> 987, 1014, 814
20:27:07.850 -> 984, 1017, 813
20:27:07.884 -> 985, 1016, 806
20:27:07.950 -> 988, 1017, 815
20:27:07.983 -> 984, 1014, 808
20:27:08.050 -> 985, 1015, 815
20:27:08.083 -> 986, 1018, 814
20:27:08.150 -> 982, 1015, 815
20:27:08.183 -> 985, 1014, 815
20:27:08.249 -> 988, 1018, 815
20:27:08.316 -> 990, 1017, 814
20:27:08.349 -> 986, 1015, 813
20:27:08.416 -> 989, 1015, 813
20:27:08.449 -> 987, 1017, 815
20:27:08.515 -> 985, 1017, 813
20:27:08.549 -> 983, 1014, 772
20:27:08.615 -> 983, 1016, 815
20:27:08.648 -> 984, 1014, 813
20:27:08.715 -> 988, 1015, 815
20:27:08.748 -> 988, 1016, 814
20:27:08.814 -> 982, 1018, 814
20:27:08.848 -> 967, 1022, 816
20:27:08.914 -> 987, 1018, 815
20:27:08.947 -> 985, 1017, 815
20:27:09.014 -> 985, 1015, 814
20:27:09.080 -> 985, 1015, 815
20:27:09.113 -> 986, 1013, 814
20:27:09.180 -> 985, 1017, 813
20:27:09.213 -> 982, 1014, 815
20:27:09.280 -> 987, 1018, 815
20:27:09.313 -> 987, 1015, 814
20:27:09.379 -> 988, 1016, 815
20:27:09.413 -> 982, 1038, 814
20:27:09.479 -> 981, 1017, 814
20:27:09.512 -> 986, 1027, 814
20:27:09.579 -> 985, 1014, 811
20:27:09.612 -> 983, 1014, 815
20:27:09.678 -> 983, 1014, 813
20:27:09.712 -> 984, 1013, 813
20:27:09.778 -> 985, 1013, 814
20:27:09.845 -> 974, 1013, 815
20:27:09.878 -> 986, 1013, 815
20:27:09.944 -> 988, 1014, 812
20:27:09.977 -> 991, 1011, 814
20:27:10.044 -> 985, 1016, 813
20:27:10.077 -> 982, 1013, 811
20:27:10.144 -> 986, 1014, 812
20:27:10.177 -> 983, 1014, 813
20:27:10.243 -> 984, 1012, 814
20:27:10.277 -> 978, 1014, 814
20:27:10.343 -> 983, 1012, 811
20:27:10.376 -> 986, 1013, 816
20:27:10.443 -> 983, 1013, 812
20:27:10.509 -> 985, 1015, 809
20:27:10.543 -> 985, 1018, 811
20:27:10.609 -> 984, 1014, 813
20:27:10.642 -> 982, 1013, 811
20:27:10.709 -> 986, 1013, 813
20:27:10.742 -> 986, 1017, 814
20:27:10.808 -> 980, 1011, 815
20:27:10.842 -> 994, 1016, 812
20:27:10.908 -> 983, 1014, 811
20:27:10.941 -> 984, 1014, 811
20:27:11.008 -> 981, 1014, 811
20:27:11.041 -> 985, 1014, 813
20:27:11.108 -> 985, 1014, 815
20:27:11.141 -> 985, 1012, 814
20:27:11.207 -> 982, 1013, 813
20:27:11.274 -> 983, 1015, 813
20:27:11.307 -> 984, 1014, 812
20:27:11.373 -> 982, 1015, 814
20:27:11.407 -> 983, 1016, 815
20:27:11.473 -> 987, 1013, 813
20:27:11.506 -> 987, 1013, 813
20:27:11.573 -> 986, 1015, 815
20:27:11.606 -> 986, 1014, 814
20:27:11.673 -> 985, 1016, 814
20:27:11.706 -> 987, 1016, 811
20:27:11.773 -> 985, 1013, 813
20:27:11.806 -> 982, 1016, 810
20:27:11.872 -> 984, 1016, 811
20:27:11.906 -> 982, 1010, 814
20:27:11.972 -> 985, 1013, 815
20:27:12.039 -> 982, 1014, 814
20:27:12.072 -> 986, 1019, 814
20:27:12.138 -> 987, 935, 814
20:27:12.172 -> 986, 1002, 814
20:27:12.238 -> 986, 1014, 815
20:27:12.271 -> 987, 1014, 815
20:27:12.338 -> 983, 1013, 813
20:27:12.371 -> 981, 1014, 814
20:27:12.438 -> 980, 1015, 814
20:27:12.471 -> 995, 1013, 815
20:27:12.537 -> 985, 1014, 812
20:27:12.571 -> 984, 1011, 811
20:27:12.637 -> 987, 1014, 812
20:27:12.670 -> 982, 1015, 815
20:27:12.737 -> 988, 1014, 813
20:27:12.803 -> 983, 1016, 815
20:27:12.836 -> 984, 1016, 814
20:27:12.903 -> 982, 1015, 815
20:27:12.936 -> 986, 1013, 814
20:27:13.002 -> 985, 1017, 815
20:27:13.036 -> 986, 1016, 814
20:27:13.102 -> 986, 1015, 815
20:27:13.135 -> 987, 1017, 815
20:27:13.202 -> 987, 1021, 814
20:27:13.235 -> 987, 1019, 815
20:27:13.302 -> 986, 1015, 814
20:27:13.335 -> 987, 989, 815
20:27:13.401 -> 987, 1015, 815
20:27:13.468 -> 984, 1015, 815
20:27:13.501 -> 986, 1017, 814
20:27:13.568 -> 981, 1017, 810
20:27:13.601 -> 985, 1017, 815
20:27:13.667 -> 987, 1017, 813
20:27:13.701 -> 987, 1017, 815
20:27:13.767 -> 984, 1020, 814
20:27:13.800 -> 989, 1015, 815
20:27:13.867 -> 989, 1014, 815
20:27:13.900 -> 985, 1017, 814
20:27:13.966 -> 982, 1014, 815
20:27:14.000 -> 985, 1015, 815
20:27:14.066 -> 983, 1016, 814
20:27:14.099 -> 983, 1017, 815
20:27:14.166 -> 984, 1017, 815
20:27:14.232 -> 989, 1016, 815
20:27:14.266 -> 986, 1015, 815
20:27:14.332 -> 988, 1015, 813
20:27:14.366 -> 987, 1015, 815
20:27:14.432 -> 988, 1016, 814
20:27:14.465 -> 1129, 1029, 826
20:27:14.532 -> 1474, 1028, 819
20:27:14.565 -> 1913, 1021, 820
20:27:14.631 -> 2254, 1013, 826
20:27:14.665 -> 2255, 1014, 817
20:27:14.731 -> 2229, 1014, 813
20:27:14.764 -> 2232, 1017, 816
20:27:14.831 -> 2222, 1013, 815
20:27:14.864 -> 2214, 1014, 815
20:27:14.931 -> 2214, 1016, 816
20:27:14.997 -> 2226, 1016, 816
20:27:15.031 -> 2213, 1015, 815
20:27:15.097 -> 2213, 1014, 814
20:27:15.130 -> 2212, 1015, 813
20:27:15.197 -> 2218, 1017, 815
20:27:15.230 -> 2213, 1017, 815
20:27:15.297 -> 2213, 1015, 815
20:27:15.330 -> 2213, 1014, 808
20:27:15.397 -> 2215, 1014, 814
20:27:15.430 -> 2211, 1015, 814
20:27:15.496 -> 2213, 1018, 815
20:27:15.530 -> 2214, 1016, 815
20:27:15.596 -> 2211, 1014, 815
20:27:15.629 -> 2214, 1011, 816
20:27:15.696 -> 2211, 1017, 816
20:27:15.729 -> 2214, 1018, 815
20:27:15.796 -> 2209, 1012, 815
20:27:15.862 -> 2213, 1013, 815
20:27:15.895 -> 2213, 1017, 815
20:27:15.962 -> 2212, 1013, 815
20:27:15.995 -> 2210, 1013, 813
20:27:16.061 -> 2213, 1017, 814
20:27:16.095 -> 2210, 1014, 816
20:27:16.161 -> 2213, 1014, 815
20:27:16.194 -> 2213, 1000, 815
20:27:16.261 -> 2216, 1017, 814
20:27:16.294 -> 2208, 1014, 815
20:27:16.361 -> 2212, 1014, 815
20:27:16.394 -> 2216, 1017, 815
20:27:16.460 -> 2214, 1014, 816
20:27:16.527 -> 2215, 1012, 816
20:27:16.560 -> 2342, 1009, 821
20:27:16.627 -> 2212, 1017, 815
20:27:16.660 -> 2211, 1014, 816
20:27:16.726 -> 2210, 1013, 813
20:27:16.759 -> 2227, 1017, 815
20:27:16.826 -> 2207, 1016, 815
20:27:16.859 -> 2211, 1017, 815
20:27:16.926 -> 2211, 1015, 815
20:27:16.959 -> 2208, 1014, 815
20:27:17.025 -> 2206, 1015, 815
20:27:17.059 -> 2209, 1015, 816
20:27:17.125 -> 2208, 1018, 815
20:27:17.158 -> 2207, 1038, 815
20:27:17.225 -> 2212, 1017, 815
20:27:17.291 -> 2209, 1016, 815
20:27:17.325 -> 2209, 1016, 816
20:27:17.391 -> 2210, 1014, 815
20:27:17.424 -> 2209, 1015, 816
20:27:17.491 -> 2206, 1014, 815
20:27:17.524 -> 2210, 1017, 815
20:27:17.591 -> 2209, 1017, 816
20:27:17.624 -> 2212, 1016, 814
20:27:17.690 -> 2212, 1015, 815
20:27:17.724 -> 2208, 1016, 815
20:27:17.790 -> 2208, 1010, 816
20:27:17.823 -> 2206, 1015, 816
20:27:17.890 -> 2212, 1014, 816
20:27:17.923 -> 2205, 1015, 816
20:27:17.990 -> 2209, 1015, 815
20:27:18.056 -> 2208, 1017, 824
20:27:18.089 -> 2212, 1019, 816
20:27:18.156 -> 2208, 1017, 817
20:27:18.189 -> 2209, 1014, 816
20:27:18.255 -> 2225, 1017, 816
20:27:18.289 -> 2209, 1015, 817
20:27:18.355 -> 2208, 1018, 816
20:27:18.388 -> 2209, 1014, 815
20:27:18.455 -> 2208, 1017, 816
20:27:18.488 -> 2209, 1013, 815
20:27:18.554 -> 2209, 1018, 815
20:27:18.588 -> 2209, 1017, 815
20:27:18.654 -> 2210, 1018, 815
20:27:18.721 -> 2208, 1017, 815
20:27:18.754 -> 2208, 1013, 815
20:27:18.820 -> 2208, 1015, 816
20:27:18.853 -> 2210, 1018, 814
20:27:18.920 -> 2209, 1014, 813
20:27:18.953 -> 2209, 1016, 815
20:27:19.019 -> 2209, 1014, 815
20:27:19.053 -> 2207, 1017, 815
20:27:19.119 -> 2206, 1014, 815
20:27:19.152 -> 2207, 1015, 815
20:27:19.219 -> 2208, 1063, 820
20:27:19.252 -> 2209, 1018, 808
20:27:19.319 -> 2205, 1016, 814
20:27:19.352 -> 2207, 1016, 813
20:27:19.418 -> 2211, 1017, 815
20:27:19.485 -> 2210, 1014, 815
20:27:19.518 -> 2208, 1015, 815
20:27:19.585 -> 2211, 1018, 815
20:27:19.618 -> 2208, 1016, 815
20:27:19.684 -> 2209, 1017, 816
20:27:19.718 -> 2207, 1017, 815
20:27:19.784 -> 2208, 1013, 813
20:27:19.817 -> 2204, 1016, 815
20:27:19.884 -> 2207, 1016, 816
20:27:19.917 -> 2208, 1017, 815
20:27:19.984 -> 2209, 1015, 816
20:27:20.017 -> 2212, 1017, 815
20:27:20.083 -> 2210, 1019, 816
20:27:20.116 -> 2210, 1019, 811
20:27:20.183 -> 2210, 1019, 815
20:27:20.249 -> 2208, 1015, 815
20:27:20.283 -> 2210, 1018, 815
20:27:20.349 -> 2206, 1016, 815
20:27:20.382 -> 2208, 1015, 814
